symbol,key,held,cost,numBought,numSold,numExpired,numAssigned
SOUN,SOUN240510C5,0,243.23,0,-10,0,10
SOUN,SOUN240517C3,0,883.22,0,-10,0,10
SOUN,SOUN240628C4,0,-21.08,20,-20,0,0
SOUN,SOUN240719C5.5,0,13723.7,50,-50,0,0
SOUN,SOUN240809C4,0,-6401.74,50,-50,0,0
SOUN,SOUN240906C6,-10,373.21,0,-10,0,0
SOUN,SOUN250117C4.5,-40,8849.11,10,-50,0,0
SPXS,SPXS240223C10.5,0,94.73,0,-10,10,0
SPXS,SPXS240301C9.5,0,62.96,10,-10,0,0
SPXS,SPXS240315C9.5,0,216.97,10,-10,0,0
SPXS,SPXS240322C9.5,0,168.96,10,-10,0,0
SPXS,SPXS240517C9,0,1401.46,0,-20,20,0
SPXS,SPXS240607C8.5,0,183.23,0,-10,10,0
SPXS,SPXS240621C8,0,143.22,0,-10,10,0
SPXS,SPXS240621C9,0,365.92,20,-20,0,0
SPXS,SPXS240628C8,0,189.46,0,-20,20,0
SPXS,SPXS240726C8,0,325.91,20,-20,0,0
SPXS,SPXS240726C8.5,0,93.46,10,-10,0,0
SPXS,SPXS240830C7.5,-10,313.23,0,-10,0,0
SPXS,SPXS250117C8,-20,1626.41,0,-20,0,0
SPY,SPY240205C492,0,69.64,1,-1,0,0
SVOL,SVOL240119P23,0,58.62,2,-2,0,0
T,T240105P17.5,0,39.32,0,-1,0,1
T,T240112C17,0,24.32,0,-1,0,1
T,T240119P17.5,0,21.95,1,-2,0,1
T,T240126C17.5,0,64.65,0,-2,2,0
T,T240126P15.5,-3,74.99,0,-3,0,0
T,T240202C17.5,0,-4.26,1,-1,0,0
T,T240223P17.5,0,6.28,1,-1,0,0
T,T240301C17,0,51.59,2,-2,0,0
T,T240308C16.5,0,60.65,0,-2,0,2
T,T240419C17,0,-11.36,1,-1,0,0
T,T250117C17,0,12.64,1,-1,0,0
TCPC,TCPC231215P12.25,2,0.0,0,0,0,2
TCPC,TCPC231215P12.5,-2,268.66,0,-2,0,0
TQQQ,TQQQ240216C57,0,537.22,5,-5,0,0
TQQQ,TQQQ240223C58,0,644.23,5,-5,0,0
TQQQ,TQQQ240301C55.5,0,-1601.76,5,-5,0,0
TQQQ,TQQQ240308C56,0,968.21,5,-5,0,0
TQQQ,TQQQ240308C60,0,868.22,5,-5,0,0
TQQQ,TQQQ240315C56,0,2146.6,0,-5,0,5
TQQQ,TQQQ240315C59,0,1556.6,0,-5,5,0
TQQQ,TQQQ240315C60,0,901.61,0,-5,5,0
TQQQ,TQQQ240322C59.5,0,1943.21,0,-10,0,10
TQQQ,TQQQ240328C61,0,666.61,0,-5,0,5
TQQQ,TQQQ240405C60,0,541.29,0,-4,4,0
TQQQ,TQQQ240405C62,0,97.29,1,-1,0,0
TQQQ,TQQQ240412C61.5,0,408.48,5,-5,0,0
TQQQ,TQQQ240419C61.5,0,371.49,5,-5,0,0
TQQQ,TQQQ240426C61,0,299.48,5,-5,0,0
TQQQ,TQQQ240524C61,0,-1081.77,5,-5,0,0
TQQQ,TQQQ240531C61,0,1706.6,0,-5,0,5
TQQQ,TQQQ240607C63,0,629.6,0,-5,0,5
TQQQ,TQQQ240614C68,0,462.95,0,-3,0,3
TQQQ,TQQQ240621C74,0,485.97,0,-3,0,3
TQQQ,TQQQ240628C75,0,206.65,0,-2,2,0
TQQQ,TQQQ240712C75,0,-1216.72,2,-2,0,0
TQQQ,TQQQ240726C65,0,417.97,0,-3,0,3
TQQQ,TQQQ240809C60,0,126.6,2,-2,0,0
TQQQ,TQQQ240816C58,0,-182.7,2,-2,0,0
TQQQ,TQQQ240816C76,0,1892.54,2,-2,0,0
TQQQ,TQQQ240823C58,0,-1858.73,2,-2,0,0
TQQQ,TQQQ240830C62.5,-2,1818.59,0,-2,0,0
TROW,TROW240315C110,0,127.32,0,-1,0,1
TROW,TROW240315C120,0,-21.4,2,-2,0,0
UEC,UEC240712C6,0,133.24,0,-10,0,10
UPBD,UPBD240419C35,0,201.49,5,-5,0,0
UPBD,UPBD240517C35,0,456.48,5,-5,0,0
URA,URA240209C30.5,0,220.6,2,-2,0,0
URA,URA240216C30,0,82.61,2,-2,0,0
URA,URA240216C31.5,0,18.61,2,-2,0,0
URA,URA240223C29.5,0,88.6,2,-2,0,0
URA,URA240301C29.5,0,48.6,2,-2,0,0
URA,URA240308C27.5,0,25.49,5,-5,0,0
URA,URA240315C27.5,0,118.24,5,-5,0,0
URA,URA240322C28,0,346.62,0,-5,0,5
USFD,USFD240621C52.5,0,309.3,2,-2,0,0
USFD,USFD240719C55,0,184.65,0,-2,2,0
USFD,USFD240816C52.5,0,208.6,2,-2,0,0
USFD,USFD240920C52.5,-2,382.65,0,-2,0,0
VB,VB240315C215,0,-228.35,1,-1,0,0
VB,VB240419C220,0,421.29,1,-1,0,0
VB,VB240517C215,0,337.32,0,-1,0,1
VICI,VICI231117P27.5,0,57.31,1,-1,0,0
VICI,VICI240315P27.5,0,46.31,1,-1,0,0
VLO,VLO240726C160,0,199.32,0,-1,1,0
VLO,VLO240802C160,0,199.32,0,-1,1,0
VLO,VLO240816C160,0,99.32,0,-1,1,0
VLO,VLO240920C150,-1,432.3,0,-1,0,0
VNQ,VNQ240719C86,2,0.0,0,0,0,2
VST,VST240419C70,0,759.29,2,-2,0,0
VST,VST240517C70,0,768.64,0,-2,0,2
VZ,VZ240719C41,2,0.0,0,0,0,2
WHF,WHF240719C12.5,-13,836.29,0,-13,0,0
OOPS,WPC1231117C60,4,-36.08,4,0,0,0
WPC,WPC231117C60,-4,117.32,0,-4,0,0
WPC,WPC231215C60,0,-2403.39,10,-10,0,0
WPC,WPC250117C65,-10,3833.27,0,-10,0,0
XEL,XEL240816C55,0,-288.7,2,-2,0,0
XLE,XLE231201P84.5,0,60.33,0,-1,1,0
XLE,XLE231208C92,0,43.31,1,-1,0,0
XLE,XLE240105C89,0,33.31,1,-1,0,0
XLE,XLE240216C90,-1,142.33,0,-1,0,0
XLE,XLE240301C86.5,0,0.6,2,-2,0,0
XLE,XLE240308C86.5,0,33.3,2,-2,0,0
XLE,XLE240315C85.5,0,360.65,0,-2,0,2
XLRE,XLRE240315C39,0,118.65,0,-2,0,2
